dataset_code;layer_code;name;description;terrestrial;marine;freshwater;cellsize_equalarea;cellsize_lonlat;units;primary_type;primary_spatial_resolution;primary_source;start_year;start_month;start_day;end_year;end_month;end_day;derivation;month;is_surface;version
Bio-ORACLE;BO2_chlomin_ss;Chlorophyll concentration (minimum);Minimum mass concentration of chlorophyll at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;mg/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_chlorange_ss;Chlorophyll concentration (range);Range of mass concentration of chlorophyll at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;mg/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_chloltmax_ss;Chlorophyll concentration (longterm max);Longterm maximum mass concentration of chlorophyll at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;mg/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_chloltmin_ss;Chlorophyll concentration (longterm min);Longterm minimum mass concentration of chlorophyll at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;mg/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_curvelmax_ss;Current velocity (maximum);Maximum surface current velocity;FALSE;TRUE;FALSE;7000;0,083333333;m/s;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_curvelmean_ss;Current velocity (mean);Mean surface current velocity;FALSE;TRUE;FALSE;7000;0,083333333;m/s;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_curvelmin_ss;Current velocity (minimum);Minimum surface current velocity;FALSE;TRUE;FALSE;7000;0,083333333;m/s;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_curvelrange_ss;Current velocity (range);Range of surface current velocity;FALSE;TRUE;FALSE;7000;0,083333333;m/s;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_curvelltmax_ss;Current velocity (longterm max);Longterm maximum surface current velocity;FALSE;TRUE;FALSE;7000;0,083333333;m/s;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_curvelltmin_ss;Current velocity (longterm min);Longterm minimum surface current velocity;FALSE;TRUE;FALSE;7000;0,083333333;m/s;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_dissoxmax_ss;Dissolved oxygen concentration (maximum);Maximum dissolved oxygen concentration;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_dissoxmean_ss;Dissolved oxygen concentration (mean);Mean dissolved oxygen concentration;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_dissoxmin_ss;Dissolved oxygen concentration (minimum);Minimum dissolved oxygen concentration;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_dissoxrange_ss;Dissolved oxygen concentration (range);Range of dissolved oxygen concentration;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_dissoxltmax_ss;Dissolved oxygen concentration (longterm max);Longterm maximum dissolved oxygen concentration;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_dissoxltmin_ss;Dissolved oxygen concentration (longterm min);Longterm minimum dissolved oxygen concentration;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ironmax_ss;Iron concentration (maximum);Maximum mole concentration of dissolved iron at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ironmean_ss;Iron concentration (mean);Mean mole concentration of dissolved iron at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ironmin_ss;Iron concentration (minimum);Minimum mole concentration of dissolved iron at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ironrange_ss;Iron concentration (range);Range of mole concentration of dissolved iron at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ironltmax_ss;Iron concentration (longterm max);Longterm maximum mole concentration of dissolved iron at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ironltmin_ss;Iron concentration (longterm min);Longterm minimum mole concentration of dissolved iron at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_phosphatemax_ss;Phosphate concentration (maximum);Maximum mole concentration of phosphate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_phosphatemean_ss;Phosphate concentration (mean);Mean mole concentration of phosphate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_phosphatemin_ss;Phosphate concentration (minimum);Minimum mole concentration of phosphate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_phosphaterange_ss;Phosphate concentration (range);Range of mole concentration of phosphate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_phosphateltmax_ss;Phosphate concentration (longterm max);Longterm maximum mole concentration of phosphate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_phosphateltmin_ss;Phosphate concentration (longterm min);Longterm minimum mole concentration of phosphate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_nitratemax_ss;Nitrate concentration (maximum);Maximum mole concentration of nitrate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_nitratemean_ss;Nitrate concentration (mean);Mean mole concentration of nitrate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_nitratemin_ss;Nitrate concentration (minimum);Minimum mole concentration of nitrate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_nitraterange_ss;Nitrate concentration (range);Range of mole concentration of nitrate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_nitrateltmax_ss;Nitrate concentration (longterm max);Longterm maximum mole concentration of nitrate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_nitrateltmin_ss;Nitrate concentration (longterm min);Longterm minimum mole concentration of nitrate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_carbonphytomax_ss;Carbon phytoplankton biomass (maximum);Maximum mole concentration of phytoplankton expressed as carbon at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_carbonphytomean_ss;Carbon phytoplankton biomass (mean);Mean mole concentration of phytoplankton expressed as carbon at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_carbonphytomin_ss;Carbon phytoplankton biomass (minimum);Minimum mole concentration of phytoplankton expressed as carbon at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_carbonphytorange_ss;Carbon phytoplankton biomass (range);Range of mole concentration of phytoplankton expressed as carbon at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_carbonphytoltmax_ss;Carbon phytoplankton biomass (longterm max);Longterm maximum mole concentration of phytoplankton expressed as carbon at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_carbonphytoltmin_ss;Carbon phytoplankton biomass (longterm min);Longterm minimum mole concentration of phytoplankton expressed as carbon at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ppmax_ss;Primary production (maximum);Maximum sea surface net primary productivity of carbon;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ppmean_ss;Primary production (mean);Mean sea surface net primary productivity of carbon;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ppmin_ss;Primary production (minimum);Minimum sea surface net primary productivity of carbon;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_pprange_ss;Primary production (range);Range of sea surface net primary productivity of carbon;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ppltmax_ss;Primary production (longterm max);Longterm maximum sea surface net primary productivity of carbon;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_ppltmin_ss;Primary production (longterm min);Longterm minimum sea surface net primary productivity of carbon;FALSE;TRUE;FALSE;7000;0,083333333;g/mü/day;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_salinitymax_ss;Sea surface salinity (maximum);Maximum sea surface salinity;FALSE;TRUE;FALSE;7000;0,083333333;PSS;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_salinitymean_ss;Sea surface salinity (mean);Mean sea surface salinity;FALSE;TRUE;FALSE;7000;0,083333333;PSS;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_salinitymin_ss;Sea surface salinity (minimum);Minimum sea surface salinity;FALSE;TRUE;FALSE;7000;0,083333333;PSS;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_salinityrange_ss;Sea surface salinity (range);Range of sea surface salinity;FALSE;TRUE;FALSE;7000;0,083333333;PSS;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_salinityltmax_ss;Sea surface salinity (longterm max);Longterm maximum sea surface salinity;FALSE;TRUE;FALSE;7000;0,083333333;PSS;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_salinityltmin_ss;Sea surface salinity (longterm min);Longterm minimum sea surface salinity;FALSE;TRUE;FALSE;7000;0,083333333;PSS;Model;0.25 arcdegree;Global Ocean Physics Reanalysis ECMWF ORAP5.0 (1979-2013) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_silicatemax_ss;Silicate concentration (maximum);Maximum mole concentration of silicate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_silicatemean_ss;Silicate concentration (mean);Mean mole concentration of silicate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;mean value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_silicatemin_ss;Silicate concentration (minimum);Minimum mole concentration of silicate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;minimum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_silicaterange_ss;Silicate concentration (range);Range of mole concentration of silicate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;range at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_silicateltmax_ss;Silicate concentration (longterm max);Longterm maximum mole concentration of silicate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term maximum value at sea surface;NA;TRUE;2
Bio-ORACLE;BO2_silicateltmin_ss;Silicate concentration (longterm min);Longterm minimum mole concentration of silicate at the sea surface;FALSE;TRUE;FALSE;7000;0,083333333;æmol/mü;Model;0.25 arcdegree;Global Ocean Biogeochemistry NON ASSIMILATIVE Hindcast (PISCES) URL: http://marine.copernicus.eu/;2000;NA;NA;2014;NA;NA;long term minimum value at sea surface;NA;TRUE;2
Freshwater;FW_dem_min;Minimum elevation ;Minimum elevation ;FALSE;FALSE;TRUE;815;0,008333333;[m];Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;minimum;NA;TRUE;1
Freshwater;FW_dem_max;Maximum elevation ;Maximum elevation ;FALSE;FALSE;TRUE;815;0,008333333;[m];Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;maximum;NA;TRUE;1
Freshwater;FW_dem_range;Elevation range ;Elevation range ;FALSE;FALSE;TRUE;815;0,008333333;[m];Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;range;NA;TRUE;1
Freshwater;FW_dem_avg;Average elevation ;Average elevation ;FALSE;FALSE;TRUE;815;0,008333333;[m];Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;average;NA;TRUE;1
Freshwater;FW_slope_min;Minimum slope ;Minimum slope ;FALSE;FALSE;TRUE;815;0,008333333;[°] * 100;Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;minimum;NA;TRUE;1
Freshwater;FW_slope_max;Maximum slope ;Maximum slope ;FALSE;FALSE;TRUE;815;0,008333333;[°] * 100;Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;maximum;NA;TRUE;1
Freshwater;FW_slope_range;Slope range ;Slope range ;FALSE;FALSE;TRUE;815;0,008333333;[°] * 100;Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;range;NA;TRUE;1
Freshwater;FW_slope_avg;Average slope ;Average slope ;FALSE;FALSE;TRUE;815;0,008333333;[°] * 100;Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;average;NA;TRUE;1
Freshwater;FW_flow_length;Number of upstream stream grid cells;Number of upstream stream grid cells;FALSE;FALSE;TRUE;815;0,008333333;count;Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;sum;NA;TRUE;1
Freshwater;FW_flow_acc;Number of upstream catchment grid cells;Number of upstream catchment grid cells;FALSE;FALSE;TRUE;815;0,008333333;count;Satellite (SRTM);3 arcsecond, 30 arsecond;"SRTM / HydroSHEDS; Lehner, B., Verdin, K., & Jarvis, A. (2008). New global hydrography derived from spaceborne elevation data. EOS, Transactions American Geophysical Union, 89(10), 93-94 ; Lehner, B., & Döll, P. (2004). Development and validation of a global database of lakes, reservoirs and wetlands. Journal of Hydrology, 296(1), 1-22.";2000;NA;NA;2000;NA;NA;sum;NA;TRUE;1
